src,des,value
koss,yoren,4
osha,rickon,4
arya,shagwell,4
catelyn,cleos,4
dontos,florian,4
arya,rickon,4
catelyn,wendel,4
big,little,4
knight,loras,4
pycelle,tyrion,4
catelyn,loras,4
qhorin,stonesnake,4
qhorin,ygritte,4
arya,old,4
craster,sam,4
amory,yoren,4
mormont,qhorin,4
jon,theon,4
black,davos,4
shagga,timett,4
robert,theon,4
arya,tickler,4
ilyn,sansa,4
allard,davos,4
robb,theon,4
cersei,sansa,4
dontos,moon,4
jaime,robert,4
hot,yoren,4
aegon,stannis,4
davos,robert,4
selyse,stannis,4
mord,shae,4
clegane,sansa,4
mandon,tyrion,4
rodrik,roose,3
catelyn,tywin,3
catelyn,grey,3
bronn,timett,3
qhorin,squire,3
edmure,tywin,3
jacelyn,janos,3
devan,melisandre,3
robb,sansa,3
catelyn,desmond,3
brandon,rickard,3
cressen,selyse,3
alfyn,qhorin,3
catelyn,sansa,3
aegon,rhaegar,3
catelyn,frey,3
stannis,varys,3
cleos,grey,3
theon,wex,3
bronn,stannis,3
arya,catelyn,3
shae,tanda,3
aemon,daeron,3
catelyn,rickon,3
aemon,jon,3
syrio,yoren,3
durran,elenei,3
shae,tysha,3
florent,stannis,3
jacelyn,tyrion,3
jaime,lancel,3
jaime,sansa,3
irri,jhiqui,3
lollys,sansa,3
robert,varys,3
salladhor,stannis,3
black,marya,3
jorah,viserys,3
dale,davos,3
lollys,tanda,3
osfryd,sansa,3
clegane,mandon,3
mirri,pyat,3
jhogo,rakharo,3
meera,osha,3
davos,marya,3
brienne,jaime,3
arya,koss,3
sansa,tanda,3
amory,meryn,3
arya,mother,3
gendry,syrio,3
jaqen,rorge,3
cersei,stannis,3
jaime,stannis,3
mace,stannis,3
pycelle,varys,3
hot,weasel,3
ebben,qhorin,3
jon,renly,3
septon,stannis,3
garlan,loras,3
brienne,hal,3
little,rickon,3
mother,rickon,3
aegon,robert,3
rickon,walder,3
melisandre,selyse,3
melisandre,patchface,3
aeron,benfred,3
biter,rorge,3
arya,praed,3
asha,dagmer,3
caswell,catelyn,3
caswell,renly,3
arya,biter,3
jojen,osha,3
amory,vargo,3
benfred,theon,3
craster,dywen,3
chett,jon,3
osha,rodrik,3
bronn,varys,3
arya,rorge,3
cutjack,kurz,3
qhorin,sam,2
chiswyck,gregor,2
giant,jon,2
queen,tickler,2
red,theon,2
fat,porther,2
gerren,yoren,2
jeyne,sansa,2
kurz,yoren,2
balon,stannis,2
pycelle,shagga,2
petyr,tyrion,2
bronn,tommen,2
shireen,stannis,2
pycelle,robert,2
beth,rodrik,2
davos,salladhor,2
jon,rickon,2
amory,hot,2
arya,chiswyck,2
amory,syrio,2
gregor,tickler,2
arya,gregor,2
hot,kurz,2
jarman,jon,2
meera,mikken,2
catelyn,rymund,2
estermont,renly,2
rhaegar,viserys,2
jojen,old,2
arya,meera,2
drogo,mirri,2
daenerys,tywin,2
asha,gelmarr,2
maron,rodrik,2
luwin,rickon,2
aegon,old,2
podrick,tyrion,2
jason,theon,2
brienne,colen,2
lancel,tyrion,2
asha,ned,2
mathis,randyll,2
sansa,tywin,2
lancel,tommen,2
rhaenys,visenya,2
jojen,rodrik,2
hoster,minisa,2
hot,tywin,2
hodor,mikken,2
mace,renly,2
jaime,rickard,2
brandon,jaime,2
mikken,theon,2
rhaegar,robert,2
irri,jorah,2
aron,tanda,2
brienne,ned,2
catelyn,colen,2
jorah,lynesse,2
jon,rattleshirt,2
jorah,robert,2
davos,patchface,2
bryce,catelyn,2
sweet,tyrion,2
bronn,robert,2
jon,stannis,2
jaime,renly,2
baelish,petyr,2
melisandre,robert,2
timett,tyrion,2
asha,esgred,2
brienne,rymund,2
aerys,hallyne,2
patchface,stannis,2
alliser,bronn,2
jon,lysa,2
jarman,thoren,2
aegon,jon,2
lollys,tyrion,2
bronn,shagga,2
luwin,theon,2
desmond,tywin,2
sansa,yoren,2
arya,jon,2
esgred,sigrin,2
arryn,renly,2
rickon,sansa,2
amory,lommy,2
craster,gilly,2
hallyne,jacelyn,2
lommy,weasel,2
florian,sansa,2
brown,jon,2
kyra,theon,2
gendry,weasel,2
reek,theon,2
asha,kyra,2
sansa,varys,2
theon,urzen,2
jon,lark,2
black,squint,2
black,lorren,2
lysa,ned,2
catelyn,robb,2
mord,theon,2
asha,balon,2
myrcella,varys,2
frey,rodrik,2
luwin,rodrik,2
frey,hodor,2
alester,melisandre,2
queen,sansa,2
petyr,varys,2
sansa,tommen,2
estermont,stannis,2
asha,sigrin,2
alayaya,tyrion,2
bronn,chataya,2
shagga,tyrion,2
balon,cersei,2
craster,thoren,2
aemon,florian,2
robert,tyrion,2
dontos,stannis,2
alliser,tyrion,2
myrcella,sansa,2
bastard,rodrik,2
melisandre,stannis,2
farlen,theon,2
leobald,rodrik,2
arya,robett,2
cersei,tywin,2
ottyn,sam,2
ghost,stonesnake,2
mors,rodrik,2
bronn,preston,2
gyles,sansa,2
davos,devan,2
falyse,lollys,2
guyard,renly,2
myrcella,trystane,2
margaery,renly,2
jaime,mandon,2
bael,jon,2
rattleshirt,ygritte,2
lucan,lyonel,2
hosteen,roose,2
lucan,weese,2
cersei,osfryd,2
allar,shae,2
frey,tywin,2
cersei,osney,2
brienne,robar,2
chiswyck,jaqen,2
jaime,sandor,2
jon,othor,2
emmon,renly,2
amory,weese,2
gyles,tyrion,2
jaqen,vargo,2
cleos,robb,2
loras,renly,2
black,theon,2
black,queen,2
alysanne,queen,2
biter,yoren,2
black,rodrik,2
reysen,yoren,2
davos,matthos,2
chella,varys,2
baelor,septon,2
tywin,vargo,2
roose,vargo,2
robb,stannis,2
rowan,stannis,2
helman,torrhen,2
catelyn,rowan,2
martyn,perwyn,2
frey,grey,2
lancel,sansa,2
robb,tywin,2
belwas,jorah,2
aegon,aemon,2
eddard,jon,2
jaqen,yoren,2
renly,robar,2
rickon,theon,2
catelyn,mother,2
aemon,maekar,2
arya,harra,2
catelyn,utherydes,2
brienne,cleos,2
mathis,stannis,2
arya,lucan,2
catelyn,septon,2
mormont,sam,2
osney,stannis,2
estermont,fossoway,2
balon,tyrion,2
queen,tywin,2
catelyn,robar,2
amory,gregor,2
pylos,stannis,2
lancel,mandon,2
vargo,weese,2
catelyn,emmon,2
alebelly,meera,2
tywin,varys,2
alebelly,jojen,2
benfred,werlag,2
hodor,luwin,2
jaime,tysha,2
myrcella,robert,2
meera,rickon,2
rickon,rodrik,2
margaery,sansa,2
queen,stannis,2
mother,stannis,2
meryn,osmund,2
axell,stannis,2
osfryd,osney,2
harren,weese,2
patchface,pylos,2
davos,queen,2
eddard,theon,2
renly,varys,2
davos,red,2
janos,tyrion,2
stannis,tommen,2
mord,tyrion,2
praed,yoren,2
hubard,stannis,2
luwin,osha,2
beth,theon,2
imry,stannis,2
jaime,loras,2
asha,kromm,2
davos,pylos,2
devan,marya,2
alayaya,shae,2
allard,stannis,2
palla,theon,2
chataya,maegor,1
gendry,lucan,1
hodor,werlag,1
qhorin,ragwyle,1
cortnay,varys,1
hot,jaqen,1
cortnay,tyrion,1
dagmer,old,1
lollys,shae,1
dagmer,jojen,1
edmure,flement,1
arya,lyonel,1
boy,lyonel,1
catelyn,martyn,1
margaery,tyrion,1
chataya,varys,1
cersei,shae,1
benjen,edrick,1
ragwyle,ygritte,1
gregor,kevan,1
cortnay,robb,1
boros,chataya,1
mord,weese,1
shae,stannis,1
jojen,theon,1
aron,mord,1
tickler,weese,1
satin,shae,1
sandor,varys,1
meryn,queen,1
brown,varys,1
jaime,mord,1
cersei,renly,1
jojen,little,1
cersei,lollys,1
lollys,varys,1
amory,ilyn,1
dagmer,torrhen,1
loras,tyrion,1
rowan,tywin,1
addam,stone,1
addam,tywin,1
dagmer,rodrik,1
desmond,jason,1
leobald,stone,1
preston,sweet,1
benfred,leobald,1
brienne,desmond,1
black,torrhen,1
ned,tyrion,1
arya,edmure,1
brienne,tywin,1
balon,benfred,1
theon,todric,1
old,todric,1
eddard,todric,1
catelyn,karyl,1
jason,utherydes,1
black,gevin,1
qhorin,samwell,1
tymor,urzen,1
gregor,red,1
edmure,ramsay,1
ned,roose,1
osmynd,renly,1
catelyn,rhaegar,1
brienne,edmure,1
cersei,jacelyn,1
brandon,petyr,1
mace,tyrion,1
hot,lyonel,1
redwyne,stannis,1
aeron,werlag,1
ned,rainbow,1
kevan,lyonel,1
hobber,horas,1
cley,rodrik,1
catelyn,stone,1
osmynd,septon,1
dunsen,tywin,1
darry,ned,1
mother,poxy,1
desmond,stone,1
brienne,rodrik,1
ashara,jon,1
catelyn,jason,1
balon,sansa,1
glover,rymund,1
tanda,tyrion,1
bronn,lancel,1
doran,dornish,1
boros,lollys,1
cersei,lyanna,1
myrcella,pyat,1
aron,horas,1
illyrio,jorah,1
illyrio,xaro,1
jhiqui,jorah,1
tanda,tyrek,1
boros,cersei,1
quaithe,xaro,1
blood,sansa,1
dolf,shagga,1
daenerys,xaro,1
daenerys,jhogo,1
bronn,shae,1
brandon,theon,1
jade,redwyne,1
preston,shae,1
tygett,tyrion,1
brandon,jorah,1
septon,tyrion,1
aerys,pisswater,1
viserys,xaro,1
jorah,mathos,1
mathos,xaro,1
aerys,rhaegar,1
braavosi,captain,1
balon,bronn,1
myrcella,pycelle,1
lyanna,osha,1
lancel,meryn,1
aron,jacelyn,1
bronn,mace,1
hammer,robert,1
balon,meryn,1
boros,horas,1
arryk,erryk,1
aegon,sansa,1
arys,tommen,1
jalabhar,tanda,1
beron,rodwell,1
bronn,gyles,1
aegon,lancel,1
artos,donnor,1
aron,balon,1
jacelyn,mandon,1
myrcella,tyrion,1
cersei,mandon,1
brandon,jonnel,1
bronn,lyanna,1
balon,horas,1
baelor,lancel,1
cregan,rickon,1
gyles,septon,1
jalabhar,preston,1
bronn,rob,1
edwyle,willam,1
janos,robert,1
catelyn,jhogo,1
gyles,lancel,1
catelyn,cortnay,1
rainbow,renly,1
cortnay,redwyne,1
cortnay,tywin,1
brienne,selwyn,1
robin,stannis,1
jojen,jon,1
preston,tommen,1
doran,loras,1
cortnay,melisandre,1
melisandre,salladhor,1
davos,guyard,1
melisandre,redwyne,1
davos,jon,1
ottyn,qhorin,1
ned,utherydes,1
alfyn,harma,1
robin,utherydes,1
benjen,sam,1
desmond,robin,1
hal,perwyn,1
darry,lucas,1
cersei,ned,1
benjen,sweet,1
catelyn,rainbow,1
chett,mormont,1
mormont,perwyn,1
hodor,jon,1
harry,mormont,1
davos,florent,1
devan,renly,1
garrison,jon,1
long,myles,1
tommen,tyrion,1
brandon,edmure,1
bronn,jaime,1
bracken,ned,1
blackwood,jonos,1
catelyn,tytos,1
red,rhaegar,1
mord,osha,1
cortnay,renly,1
roose,stevron,1
brandon,jonos,1
guyard,rainbow,1
renly,stevron,1
black,edmure,1
roose,tywin,1
edmure,jaime,1
cortnay,edric,1
cortnay,delena,1
queen,renly,1
bryce,stannis,1
desmond,utherydes,1
brienne,guyard,1
brienne,cortnay,1
jaime,utherydes,1
cleos,frey,1
cortnay,guyard,1
bryce,guyard,1
eyron,walton,1
balon,jaime,1
poxy,rickon,1
davos,of,1
loyal,queen,1
aerys,stannis,1
aegon,tyrion,1
black,loyal,1
matthos,stannis,1
loyal,red,1
of,queen,1
betha,queen,1
rodrik,young,1
moon,sansa,1
melisandre,visenya,1
bryce,edric,1
allard,matthos,1
allard,black,1
lyanna,robert,1
beth,catelyn,1
black,dale,1
queen,red,1
jacelyn,stannis,1
meryn,stannis,1
podrick,sandor,1
clegane,jaime,1
balon,rodrik,1
lancel,osfryd,1
lancel,maegor,1
maegor,osfryd,1
balon,lancel,1
mandon,stannis,1
red,stannis,1
balon,mandon,1
balon,podrick,1
podrick,sansa,1
cersei,ilyn,1
nymeria,sansa,1
jonquil,tanda,1
gyles,osfryd,1
osmund,osney,1
gyles,lollys,1
gyles,ilyn,1
harra,ragged,1
aegon,davos,1
stannis,sunglass,1
brandon,grey,1
chayle,mikken,1
cayn,hullen,1
asha,reek,1
reek,rickon,1
asha,eddard,1
dagmer,leobald,1
asha,torrhen,1
bastard,kromm,1
cadwyl,theon,1
black,farlen,1
aggar,gynir,1
gelmarr,kromm,1
satin,urzen,1
black,red,1
asha,lorren,1
catelyn,theon,1
cley,leobald,1
lyanna,theon,1
mother,reek,1
beth,leobald,1
maegor,tommen,1
allard,red,1
imry,renly,1
alester,imry,1
imry,matthos,1
black,wex,1
black,symeon,1
osfryd,sandor,1
cersei,queen,1
great,sansa,1
falyse,tanda,1
jory,sansa,1
edmure,robert,1
hoster,jon,1
arya,visenya,1
baelor,rickon,1
rainbow,sansa,1
ned,rodrik,1
osney,sansa,1
cley,theon,1
brandon,robert,1
fossoway,josua,1
frey,gendry,1
gendry,roose,1
aenys,rickon,1
gregor,queen,1
septon,walda,1
roose,sansa,1
helman,walda,1
dermot,willum,1
arya,domeric,1
jonquil,lancel,1
qyburn,walda,1
qyburn,steelshanks,1
aurane,timon,1
rodrik,wex,1
stannis,walder,1
dykk,endehar,1
ronel,stannis,1
black,reek,1
jaqen,roose,1
jalabhar,queen,1
cersei,mace,1
loras,sansa,1
sansa,tully,1
kevan,petyr,1
hallyne,sansa,1
aemon,josmyn,1
lothor,philip,1
philip,tywin,1
josmyn,kevan,1
harys,willit,1
edwyd,lothor,1
mark,sansa,1
bryan,jon,1
fossoway,lothor,1
bryce,philip,1
paxter,randyll,1
cersei,garlan,1
mother,robert,1
garlan,queen,1
kromm,red,1
ulf,werlag,1
rickon,syrio,1
arstan,illyrio,1
arstan,mormont,1
pinchbottom,xaro,1
jorah,mormont,1
jhogo,visenya,1
elia,jorah,1
jaehaerys,xaro,1
aenys,rhaenys,1
blind,mathos,1
urrathon,xaro,1
satin,viserys,1
asha,cley,1
jorah,rakharo,1
randyll,redwyne,1
balon,osmund,1
gage,theon,1
jonquil,robert,1
baelor,sansa,1
belwas,jhogo,1
arstan,jorah,1
harys,hosteen,1
arstan,robert,1
tywin,young,1
aenys,stannis,1
harrag,urzen,1
qyburn,tywin,1
arya,jared,1
frey,roose,1
arya,walton,1
elmar,roose,1
biter,qyburn,1
amory,septon,1
amabel,arya,1
amabel,harra,1
frey,pia,1
lucan,tywin,1
lorren,wex,1
arstan,daenerys,1
belwas,joy,1
aerys,ned,1
aerys,catelyn,1
beth,jojen,1
cersei,gyles,1
grey,theon,1
maegor,osmund,1
salloreon,stannis,1
jacelyn,podrick,1
gyles,jacelyn,1
frenken,podrick,1
rhaenys,rossart,1
balon,shae,1
boros,rosby,1
gariss,hodor,1
bronn,osmund,1
balon,robb,1
gulian,stannis,1
balon,preston,1
theon,varys,1
holger,shagga,1
dolf,tyrion,1
stone,timett,1
lorren,rickon,1
benfred,mikken,1
aerys,mandon,1
drennan,palla,1
farlen,ned,1
meera,theon,1
howland,rickon,1
asha,rodrik,1
farlen,osha,1
gelmarr,hodor,1
black,walder,1
farlen,luwin,1
gelmarr,theon,1
aggar,gariss,1
murch,poxy,1
gariss,theon,1
farlen,joseth,1
aggar,reek,1
aggar,asha,1
black,urzen,1
lorren,squint,1
grey,mirri,1
grey,viserys,1
aegon,pyat,1
ben,gendry,1
cadwyn,vargo,1
amory,glover,1
hot,syrio,1
hot,mebble,1
gage,mikken,1
mikken,osha,1
reek,robb,1
hodor,torrhen,1
mikken,ned,1
ebben,rattleshirt,1
bastard,rattleshirt,1
bastard,mord,1
septon,theon,1
mikken,palla,1
lorren,osha,1
catelyn,walder,1
howland,meera,1
amory,tywin,1
ben,lucan,1
viserys,willem,1
ebben,stonesnake,1
drogo,pyat,1
xaro,yoren,1
amory,rorge,1
amory,roose,1
aenys,arya,1
robett,shagwell,1
jon,tysha,1
glover,robett,1
grey,nymeria,1
jaqen,widow,1
amory,jaqen,1
gendry,jaqen,1
arya,meryn,1
biter,old,1
rorge,yoren,1
weese,yoren,1
lommy,tickler,1
osha,wex,1
murch,rickon,1
aerys,gerold,1
bastard,ulf,1
chataya,shae,1
bastard,theon,1
alayaya,osfryd,1
bronn,osney,1
cersei,osmund,1
jaime,stone,1
black,kenned,1
jaime,shae,1
myrcella,shae,1
frey,wex,1
gyles,varys,1
boros,jacelyn,1
shae,theon,1
clegane,meryn,1
robert,stokeworth,1
gyles,petyr,1
lamprey,stannis,1
ebben,old,1
brienne,shae,1
desmond,edmure,1
brienne,theon,1
brienne,grey,1
aerys,brandon,1
aerys,rickard,1
jon,rickard,1
elbert,kyle,1
brandon,catelyn,1
aerys,ethan,1
brandon,lyanna,1
brandon,ned,1
aerys,jaime,1
jaime,petyr,1
catelyn,petyr,1
baelish,jaime,1
hoster,petyr,1
red,rodrik,1
rickon,vyman,1
cleos,theon,1
arya,ned,1
mance,thoren,1
bael,mance,1
ebben,squire,1
podrick,robb,1
jaime,moon,1
benjen,ygritte,1
arya,ygritte,1
othor,stonesnake,1
stonesnake,ygritte,1
arya,qhorin,1
jon,moon,1
mandon,shae,1
gelmarr,jon,1
asha,joseth,1
osha,theon,1
frey,theon,1
aggar,murch,1
gariss,mord,1
farlen,robb,1
gynir,wex,1
jaime,tyrion,1
bastard,ygritte,1
bael,stonesnake,1
mandon,tywin,1
bael,ygritte,1
jon,sansa,1
dontos,loras,1
robert,tanda,1
clegane,sandor,1
eddard,ilyn,1
baelor,clegane,1
eddard,sansa,1
florian,maegor,1
dontos,tanda,1
aron,dontos,1
guyard,stannis,1
florent,guyard,1
baelor,dontos,1
florian,moon,1
sansa,ygritte,1
bael,brandon,1
brandon,ygritte,1
black,chayle,1
mirri,xaro,1
loras,mace,1
jason,tyroshi,1
euron,victarion,1
euron,robb,1
great,harlaw,1
robert,tyroshi,1
sawane,theon,1
aegon,eddard,1
balon,robert,1
aegon,black,1
edric,robert,1
delena,florent,1
marya,stannis,1
black,fingers,1
pylos,robert,1
cassana,stannis,1
florent,renly,1
axell,queen,1
black,devan,1
sylas,theon,1
harlaw,theon,1
dale,marya,1
asha,robb,1
jorah,leyton,1
rhaego,viserys,1
drogo,jhiqui,1
aegon,balerion,1
jhiqui,viserys,1
doreah,irri,1
jhaqo,pono,1
doreah,drogo,1
daenerys,rakharo,1
maron,theon,1
maron,ned,1
jason,rodrik,1
mord,wendamyr,1
helya,ned,1
aeron,robert,1
patrek,theon,1
aeron,grey,1
nissa,robert,1
allard,devan,1
jacelyn,robert,1
gendry,rorge,1
arya,baelor,1
spare,tyrion,1
bronn,janos,1
bronn,cersei,1
janos,tywin,1
aegon,tanda,1
silver,timett,1
horas,timett,1
arryn,varys,1
ilyn,varys,1
allar,robert,1
janos,varys,1
allar,dornish,1
janos,small,1
janos,mormont,1
baelor,janos,1
allar,jeor,1
koss,kurz,1
dobber,yoren,1
dale,devan,1
arya,murch,1
byren,devan,1
mother,queen,1
bryen,devan,1
azor,stannis,1
black,matthos,1
allard,maric,1
dale,stannis,1
melisandre,septon,1
high,queen,1
davos,mother,1
arya,orphan,1
nymeria,yoren,1
lommy,reysen,1
arya,cutjack,1
biter,murch,1
cutjack,rorge,1
murch,yoren,1
balon,glover,1
balon,jorah,1
lynesse,robert,1
jon,rodrik,1
bastard,domeric,1
donella,green,1
wylis,wyman,1
green,rodrik,1
catelyn,wylis,1
poxy,wendel,1
brandon,rodrik,1
big,luwin,1
frey,little,1
big,hodor,1
blackwood,hodor,1
darry,frey,1
rodrik,varys,1
ned,varys,1
rhaenys,varys,1
allar,dirk,1
alayaya,chataya,1
luwin,mors,1
donella,rodrik,1
jason,lynesse,1
hodor,septon,1
howland,rodrik,1
frey,leobald,1
leobald,robb,1
beren,donella,1
halys,rodrik,1
leobald,torrhen,1
helman,theon,1
leobald,martyn,1
beth,martyn,1
glover,larence,1
galbart,glover,1
lamprey,rodrik,1
donella,mors,1
last,old,1
gage,hodor,1
grey,osha,1
osha,walder,1
bronn,tyroshi,1
black,chataya,1
bronn,rhaenys,1
black,bronn,1
arya,dobber,1
dobber,gendry,1
dobber,tarber,1
aemon,sam,1
ottyn,thoren,1
bedwyck,giant,1
jaremy,robert,1
eddison,jon,1
daenerys,sam,1
aggo,jhogo,1
drogo,jhogo,1
daenerys,drogo,1
jorah,tregar,1
eddard,lynesse,1
drogo,leyton,1
jaime,lynesse,1
hosteen,ryman,1
biter,gerren,1
jaqen,sweet,1
thoros,yoren,1
petyr,stannis,1
black,tyrion,1
bronn,salloreon,1
ironbelly,tyrion,1
bronn,ironbelly,1
podrick,tanda,1
jaime,pycelle,1
axell,florent,1
pycelle,selyse,1
dondarrion,yoren,1
biter,varys,1
biter,gendry,1
gerren,lommy,1
gendry,qyle,1
dobber,jon,1
dobber,lommy,1
amory,gendry,1
janos,tysha,1
janos,satin,1
cley,queen,1
bronn,vylarr,1
mandon,sansa,1
arryn,jaime,1
barristan,cersei,1
barristan,robb,1
aerys,serwyn,1
barristan,robert,1
barristan,tyrion,1
ilyn,janos,1
cersei,eddard,1
meryn,robert,1
janos,maegor,1
bronn,mandon,1
mandon,timett,1
myrcella,sandor,1
clegane,tyrion,1
red,tommen,1
myrcella,tommen,1
bronn,moon,1
robb,vylarr,1
baelish,balon,1
renly,vylarr,1
grey,luwin,1
alebelly,sansa,1
frey,rickon,1
frey,luwin,1
jon,mikken,1
luwin,robb,1
osha,septon,1
farlen,gage,1
nymeria,rodrik,1
grey,old,1
baelor,shae,1
shae,visenya,1
chella,vylarr,1
black,captain,1
tyrion,vylarr,1
robert,vylarr,1
captain,vylarr,1
dontos,mother,1
janos,sansa,1
dornish,janos,1
cressen,lysa,1
robert,selyse,1
arryn,shireen,1
jon,shireen,1
robert,viserys,1
robert,willem,1
mace,robert,1
eddard,stannis,1
renly,sunglass,1
morosh,stannis,1
davos,redwyne,1
cressen,renly,1
gulian,renly,1
patchface,shireen,1
cressen,harbert,1
aerys,cressen,1
pylos,shireen,1
matrice,shireen,1
mace,selyse,1
renly,selyse,1
balon,janos,1
cressen,melisandre,1
meryn,redwyne,1
mad,mother,1
jalabhar,sandor,1
gyles,tanda,1
meryn,preston,1
mandon,meryn,1
jon,yoren,1
hot,jon,1
jon,lommy,1
orphan,yoren,1
lommy,melisandre,1
patchface,selyse,1
of,robert,1
arryn,stannis,1
davos,selyse,1
melisandre,renly,1
cressen,sunglass,1
big,walder,1
jammos,merrett,1
black,stevron,1
karyl,marq,1
edmure,jonos,1
mother,olyvar,1
catelyn,vyman,1
jaime,theon,1
ned,tywin,1
frey,willem,1
catelyn,rickard,1
frey,walder,1
cersei,cleos,1
robin,theon,1
genna,tywin,1
catelyn,tully,1
aegon,hoster,1
aemon,robb,1
jaime,mormont,1
aerion,septon,1
jon,maekar,1
edmure,jason,1
grey,jaime,1
emmon,walder,1
jaime,ned,1
brynden,janos,1
daven,tywin,1
catelyn,old,1
aegon,harren,1
brynden,harren,1
aegon,jaime,1
clegane,tywin,1
gregor,ned,1
catelyn,gregor,1
gregor,tytos,1
hendry,jonos,1
burton,tywin,1
beric,karyl,1
brynden,ned,1
brynden,mother,1
brynden,red,1
balon,jason,1
aerion,old,1
aerion,jon,1
aerys,robert,1
aemon,robert,1
rast,sam,1
dobber,hot,1
koss,reysen,1
meryn,yoren,1
rorge,syrio,1
jory,nymeria,1
hod,yoren,1
arya,tully,1
lync,yoren,1
malcolm,mord,1
tarber,yoren,1
fat,rickon,1
calon,tomtoo,1
cayn,shyra,1
bandy,joseth,1
big,jon,1
walda,walder,1
redwyn,sam,1
dorren,sam,1
sam,samwell,1
ben,jon,1
aerys,jon,1
aegon,daeron,1
daeron,dornish,1
dywen,mormont,1
alliser,renly,1
arnell,renly,1
aemon,samwell,1
alliser,mormont,1
benjen,jon,1
ben,jaremy,1
sam,thoren,1
conwy,jon,1
conwy,endrew,1
alliser,sam,1
conwy,satin,1
endrew,halder,1
cley,stannis,1
cley,pycelle,1
loras,varys,1
alayaya,bronn,1
aegon,bronn,1
bronn,podrick,1
jaime,kevan,1
lancel,pycelle,1
lancel,varys,1
lancel,shagga,1
cersei,pycelle,1
jacelyn,lancel,1
cersei,varys,1
luwin,meera,1
jon,meera,1
grey,jojen,1
hodor,jojen,1
jojen,luwin,1
meera,rodrik,1
drogo,green,1
jorah,long,1
arryn,tyrion,1
bronn,dancy,1
mormont,robert,1
marei,tysha,1
ilyn,meryn,1
amory,beric,1
lysa,roose,1
gregor,vargo,1
arya,cley,1
arya,green,1
beric,weese,1
weasel,weese,1
septon,weasel,1
arya,beric,1
renly,weese,1
harys,tywin,1
jodge,whitesmile,1
alyn,arya,1
gregor,weese,1
tully,tywin,1
moon,shae,1
quhuru,robert,1
aegon,viserys,1
cleos,shae,1
pycelle,timett,1
doran,timett,1
shagga,stone,1
moon,shagga,1
moon,timett,1
robb,timett,1
cleos,vylarr,1
preston,tyrion,1
jacelyn,yoren,1
alliser,jared,1
bronn,jon,1
jaremy,pycelle,1
pycelle,vylarr,1
jaime,vylarr,1
cleos,sansa,1
trystane,willem,1
cleos,stannis,1
cleos,renly,1
dornish,myrcella,1
aerys,pycelle,1
jhogo,mormont,1
aerys,viserys,1
pyat,rakharo,1
mord,saathos,1
amabel,weese,1
harren,tywin,1
desmond,sansa,1
fat,ilyn,1
mycah,syrio,1
chiswyck,lommy,1
chiswyck,gendry,1
gregor,shitmouth,1
gendry,gregor,1
lommy,syrio,1
hugh,pycelle,1
colemon,varys,1
dolf,pycelle,1
arryn,pycelle,1
aerys,eddard,1
gregor,sandor,1
chiswyck,tickler,1
jaqen,jon,1
big,tywin,1
mikken,mord,1
jafer,jon,1
aemon,ben,1
mormont,thoren,1
jarman,mormont,1
jon,mallador,1
jarman,mallador,1
old,renly,1
emmon,robar,1
brienne,great,1
brienne,gawen,1
gawen,rowan,1
emmon,parmen,1
catelyn,minisa,1
