src,des,value
elia,rhaegar,2
elia,robert,2
margaery,tywin,2
aegon,elia,2
lothar,roslin,2
devan,marya,2
jarman,qhorin,2
davos,lamprey,2
loras,willas,2
sansa,willas,2
gendry,yoren,2
florian,jonquil,2
mormont,robert,2
leo,loras,2
catelyn,edwyn,2
butterbumps,margaery,2
alerie,sansa,2
renly,robert,2
daario,missandei,2
jon,samwell,2
black,ryman,2
alla,megga,2
ryman,stevron,2
ben,daario,2
baelor,sansa,2
sansa,tallad,2
balon,sansa,2
arya,bella,2
davos,mother,2
lothar,merrett,2
brown,grey,2
arya,gregor,2
alayaya,tywin,2
bronn,timett,2
stannis,ygritte,2
arstan,mero,2
redwyne,tywin,2
jon,sansa,2
daario,sallor,2
maegor,meryn,2
janos,pycelle,2
harwin,lem,2
ilyn,sansa,2
captain,viserys,2
mance,val,2
mance,sansa,2
osmund,sansa,2
roslin,tully,2
benjen,jon,2
benjen,robert,2
arya,tickler,2
dalla,tormund,2
craster,mance,2
frey,stevron,2
sansa,tysha,2
mance,tormund,2
merrett,sumner,2
bowen,mormont,2
errok,jon,2
eddard,robert,2
chett,lark,2
arya,robert,2
del,jon,2
rattleshirt,weeper,2
catelyn,ryman,2
gilly,mance,2
brienne,steelshanks,2
jon,queen,2
jon,quort,2
butterbumps,loras,2
bronn,cersei,2
mandon,tyrion,2
bronn,kevan,2
bronn,stannis,2
arstan,missandei,2
dywen,grenn,2
ned,rickon,2
stannis,tyrion,2
desmond,robin,2
desmond,edmure,2
baelor,margaery,2
brienne,walton,2
qyburn,vargo,2
vargo,zollo,2
brienne,hoster,2
merrett,walder,2
nage,steelshanks,2
catelyn,tyrion,2
addam,tyrion,2
marillion,sansa,2
balon,catelyn,2
catelyn,jason,2
giant,qhorin,2
galbart,maege,2
jason,raynald,2
jaime,lewyn,2
lysa,marillion,2
qyburn,steelshanks,2
harma,thoren,2
hoster,mother,2
catelyn,utherydes,2
harwin,ned,2
gendry,ned,2
osfryd,osney,2
alayaya,shae,2
chella,shagga,2
catelyn,jon,2
bowen,melisandre,2
merrit,ned,2
denys,mance,2
rorge,shagwell,2
bowen,stannis,2
janos,othell,2
dunsen,gregor,2
jaqen,syrio,2
aerys,cersei,2
kevan,oberyn,2
roose,walton,2
aemon,sam,2
grenn,samwell,2
arya,jaime,2
brienne,robb,2
arya,knight,2
aenys,danwell,2
cotter,samwell,2
danwell,walder,2
hoster,lysa,2
big,jon,2
bannen,kedge,2
groleo,illyrio,2
catelyn,sansa,2
joanna,kevan,2
dornish,jaime,2
anguy,sharna,2
arya,old,2
irri,missandei,2
aegon,missandei,2
roose,ryman,2
bronn,chataya,2
lollys,tyrion,2
kegs,spare,2
balon,varys,2
high,missandei,2
bronn,shae,2
frey,sandor,2
tyrion,varys,2
boros,bronn,2
chett,craster,2
pycelle,tyrion,2
kraznys,missandei,2
cersei,lysa,2
barristan,jon,2
daario,drogo,2
brienne,cersei,2
jon,meera,2
dagos,oberyn,2
anguy,husband,2
arson,jon,2
bronn,symon,2
sansa,tanda,2
septon,tywin,2
dornish,mace,2
shireen,stannis,2
dick,satin,2
raynald,rollam,2
donal,satin,2
ilyn,tyrion,2
catelyn,rolph,2
bowen,jarl,2
catelyn,merrett,2
gendel,ygritte,2
brandon,rickard,2
gorne,jon,2
catelyn,mormont,2
desmond,sansa,2
flement,gyles,2
myrcella,tommen,2
gendel,jon,2
mace,oberyn,2
baelor,elia,2
aegon,jaime,2
jorah,robert,2
hodor,rickon,2
daario,oznak,2
sweet,ulmer,2
donal,mag,2
brown,scarb,2
gendry,sandor,2
benjen,jojen,2
harma,tormund,2
lancel,sansa,2
robin,wendel,2
mag,tormund,2
garlan,willas,2
jaime,kevan,2
davos,queen,2
margaery,tyrion,2
groleo,irri,2
dalla,mance,2
alerie,margaery,2
harwin,jack,2
cotter,janos,2
brandon,jojen,2
frey,petyr,2
brandon,jon,2
craster,ulmer,2
jorah,rhaegar,2
hightower,lynesse,2
janos,tormund,2
aegon,sansa,2
davos,shireen,2
brandon,old,2
grenn,sky,1
arstan,rakharo,1
nissa,stannis,1
old,young,1
belwas,oznak,1
florian,spare,1
easy,satin,1
belwas,daario,1
bastard,mero,1
bastard,mormont,1
jorah,oznak,1
arstan,knight,1
owen,torrhen,1
clydas,septon,1
dornish,jon,1
brown,jhiqui,1
dornish,satin,1
owen,styr,1
stone,ygritte,1
dornish,meera,1
aegon,sunset,1
aegon,jojen,1
dick,owen,1
gilly,jojen,1
hodor,ryswell,1
aegon,rickon,1
craster,jojen,1
jorah,tyroshi,1
brown,dornish,1
clydas,satin,1
grey,jhogo,1
jhiqui,rakharo,1
ned,theon,1
meera,samwell,1
aegon,brown,1
hodor,queen,1
melisandre,pylos,1
marq,robin,1
belwas,brown,1
hairy,old,1
arstan,tyroshi,1
oznak,scarb,1
davos,jon,1
jeor,rodrik,1
big,quort,1
runcel,tristan,1
danny,symeon,1
jhogo,rakharo,1
daario,daenerys,1
prendahl,sallor,1
black,old,1
benjen,old,1
dornish,young,1
dacey,jorah,1
azor,edric,1
walda,walder,1
lucias,lythene,1
jeyne,jon,1
grey,theon,1
edmure,jon,1
lysa,roslin,1
jason,walder,1
catelyn,tully,1
benfrey,walder,1
frey,rosby,1
benfrey,roslin,1
marissa,sarra,1
bastard,blind,1
arwyn,marianne,1
frey,queen,1
frey,ryman,1
benfrey,queen,1
jon,tristifer,1
aegon,walder,1
aegon,stevron,1
jon,robin,1
edmure,edwyn,1
jeyne,queen,1
damon,leslyn,1
donnel,harys,1
perwyn,roslin,1
catelyn,hosteen,1
clegane,tully,1
catelyn,glover,1
glover,robett,1
gregor,kyle,1
catelyn,gregor,1
gregor,wylis,1
aenys,wylis,1
of,theon,1
roose,theon,1
boros,jon,1
catelyn,walda,1
leobald,ramsay,1
rodrik,roose,1
catelyn,ramsay,1
cley,leobald,1
rodrik,wendel,1
benfrey,catelyn,1
bethany,edmure,1
brenett,walder,1
aegon,jon,1
lothar,perwyn,1
petyr,ryman,1
green,roslin,1
mother,ryman,1
dunsen,queen,1
sam,sandor,1
chett,hake,1
lark,sam,1
grenn,mormont,1
dareon,sam,1
sam,septon,1
mother,sam,1
halder,sam,1
bannen,dywen,1
howland,jon,1
galbart,howland,1
galbart,roose,1
maege,victarion,1
howland,jason,1
euron,jason,1
galbart,robett,1
euron,victarion,1
euron,theon,1
balon,jason,1
euron,galbart,1
catelyn,jorah,1
arya,meryn,1
ned,tickler,1
frey,raynald,1
gendry,gregor,1
frey,jon,1
grenn,orell,1
jon,rickon,1
balon,grenn,1
craster,grenn,1
garth,grenn,1
clydas,ygritte,1
donal,ygritte,1
denys,ottyn,1
bowen,thoren,1
ben,jaremy,1
dirk,donal,1
clydas,qhorin,1
clydas,samwell,1
donal,wynton,1
jon,weeper,1
harma,qhorin,1
jarman,jon,1
brown,jon,1
dondarrion,gregor,1
hot,lommy,1
arya,donnel,1
gendry,roose,1
arya,yoren,1
davos,tyroshi,1
balon,stannis,1
aerys,stannis,1
robert,selyse,1
delena,stannis,1
axell,queen,1
aegon,queen,1
melisandre,walder,1
davos,frey,1
renly,varys,1
arya,jacelyn,1
arya,joy,1
daven,frey,1
edmure,robb,1
amory,tywin,1
elia,ned,1
brandon,hallis,1
amory,rhaegar,1
oberyn,vargo,1
blue,glover,1
amory,elia,1
edmure,galbart,1
axell,husband,1
andrew,salladhor,1
jon,oberyn,1
butterwell,septon,1
roro,tyroshi,1
davos,mormont,1
daeron,davos,1
ashford,rhaegar,1
grandison,silveraxe,1
edric,pylos,1
devan,silveraxe,1
edric,grandison,1
devan,selyse,1
davos,princess,1
edric,florent,1
devan,robert,1
dale,devan,1
devan,pylos,1
pylos,shireen,1
cressen,stannis,1
davos,patchface,1
devan,princess,1
pylos,red,1
maegor,septon,1
baelor,otto,1
doran,lewyn,1
ilyn,tywin,1
arya,walder,1
marq,walder,1
catelyn,jory,1
aenys,marq,1
jeyne,ned,1
hosteen,roslin,1
robin,ryman,1
mother,walder,1
petyr,roose,1
petyr,roslin,1
fat,wendel,1
alyx,patrek,1
frey,whalen,1
shirei,walder,1
sarra,serra,1
fat,roose,1
edmure,frey,1
hammer,jeyne,1
corbray,raymar,1
alyx,roslin,1
catelyn,clegane,1
old,roslin,1
green,sedgekins,1
desmond,ned,1
alyx,frey,1
frey,kevan,1
edmure,patrek,1
dornish,robb,1
jonos,walder,1
frey,robb,1
grey,petyr,1
frey,mycah,1
frey,tom,1
clegane,syrio,1
aegon,ned,1
ned,walder,1
black,catelyn,1
dacey,walder,1
dacey,lynesse,1
harys,young,1
black,lucas,1
catelyn,raymund,1
alesander,roslin,1
catelyn,perwyn,1
dacey,edwyn,1
merrett,whalen,1
frey,roslin,1
alyx,fat,1
donnel,owen,1
gunthor,timett,1
gyles,robb,1
jaime,rakharo,1
cersei,ned,1
margaery,robert,1
gregor,pycelle,1
boros,clegane,1
arya,ramsay,1
jonos,stone,1
gawen,ilyn,1
rolph,tommen,1
addam,roose,1
emmon,jaime,1
edmure,jaime,1
barristan,missandei,1
addam,mother,1
missandei,mother,1
daario,irri,1
aegon,irri,1
aegon,jaehaerys,1
drogo,willem,1
rhaego,varys,1
drogo,robert,1
barristan,brown,1
barristan,jaehaerys,1
barristan,drogo,1
captain,eroeh,1
myrcella,robb,1
ilyn,myrcella,1
ghael,great,1
bael,gorne,1
queen,sandor,1
gregor,lysa,1
randyll,tickler,1
arya,polliver,1
sandor,sansa,1
owen,tormund,1
tormund,val,1
harma,val,1
val,varamyr,1
ghost,varamyr,1
dalla,long,1
mance,raymun,1
donyse,renly,1
mance,orell,1
grey,jon,1
easy,jon,1
munda,torwynd,1
munda,tormund,1
styr,tormund,1
aemon,alliser,1
brienne,gerold,1
ned,steelshanks,1
brienne,gregor,1
arya,steelshanks,1
cleon,missandei,1
great,mother,1
arya,michael,1
glendon,rattleshirt,1
doran,myrcella,1
dornish,tyrion,1
podrick,tywin,1
meryn,shae,1
boros,oswald,1
oberyn,shae,1
mord,sansa,1
gregor,mormont,1
jon,mormont,1
janos,mance,1
benjen,qhorin,1
qhorin,rattleshirt,1
dornish,symon,1
glendon,jon,1
mormont,ygritte,1
alliser,ygritte,1
alliser,mord,1
cotter,mance,1
ned,wynton,1
mully,owen,1
jon,mully,1
kegs,owen,1
owen,tim,1
jon,zei,1
ilyn,kevan,1
daemon,red,1
grazdan,missandei,1
elia,gregor,1
cleon,grazdan,1
great,missandei,1
brown,missandei,1
daario,grey,1
ben,grey,1
grey,groleo,1
missandei,viserys,1
dornish,ellaria,1
clegane,red,1
ellaria,tyrion,1
cersei,clegane,1
ellaria,gregor,1
doran,sansa,1
clegane,grey,1
cersei,elia,1
elia,rhaella,1
arron,squire,1
oberyn,rhaegar,1
baelor,leyton,1
baelor,squire,1
elia,mellario,1
oberyn,tommen,1
queen,varys,1
doran,oberyn,1
sansa,tickler,1
gilly,samwell,1
bowen,weeper,1
alayne,maegor,1
myranda,robert,1
moon,myranda,1
colemon,lysa,1
lothor,petyr,1
eddard,sansa,1
arya,hullen,1
petyr,royce,1
jon,lysa,1
jon,moon,1
moon,robert,1
sky,stone,1
giant,sweet,1
brandon,lysa,1
halder,spare,1
ben,stannis,1
alliser,cotter,1
alliser,othell,1
grenn,janos,1
robb,ygritte,1
janos,ygritte,1
mance,stannis,1
catelyn,emmett,1
emmett,jon,1
emmett,grenn,1
lysa,septon,1
moon,queen,1
donal,qhorin,1
edwyn,ryman,1
lothar,ryman,1
merrett,robb,1
jared,tytos,1
garse,kyra,1
aegon,merrett,1
merrett,thoros,1
merrett,sandor,1
dondarrion,merrett,1
black,jenny,1
edwyn,wenda,1
black,merrett,1
leslyn,roslin,1
alayne,petyr,1
merrett,walda,1
merrett,roslin,1
roose,walda,1
gregor,pate,1
aerys,merrett,1
darry,walder,1
jaime,merrett,1
sumner,walder,1
merrett,septon,1
frey,merrett,1
catelyn,robert,1
denys,satin,1
othell,sam,1
gilly,val,1
long,watt,1
jon,robb,1
cersei,jon,1
mormont,othell,1
jon,randyll,1
janos,ned,1
qhorin,stannis,1
mikken,ygritte,1
sam,satin,1
grenn,stannis,1
clydas,janos,1
clydas,othell,1
jon,watt,1
jon,roose,1
aemon,tommen,1
bowen,denys,1
clydas,stannis,1
emrick,sam,1
arron,hop-robin,1
alliser,sam,1
randyll,sam,1
sam,ygritte,1
gilly,grenn,1
rast,red,1
harma,sam,1
balon,torrhen,1
stannis,theon,1
denys,samwell,1
brandon,stannis,1
cotter,sam,1
othell,stannis,1
coldhands,craster,1
aemon,samwell,1
melisandre,rolland,1
aemon,aerys,1
randyll,stannis,1
samwell,stannis,1
cotter,garrison,1
cotter,stannis,1
denys,janos,1
denys,jeor,1
jaime,septon,1
bowen,sam,1
samwell,tywin,1
tysha,tywin,1
lester,lum,1
lum,varys,1
eddard,maegor,1
sansa,varys,1
jaime,tysha,1
moon,osmund,1
aerys,lancel,1
brandon,tyrion,1
endrew,jon,1
grenn,watt,1
maegor,sansa,1
garlan,tyrion,1
dontos,lothor,1
dontos,jonquil,1
old,sansa,1
dontos,shae,1
ilyn,loras,1
garlan,mace,1
buckler,queen,1
ilyn,robb,1
ilyn,margaery,1
garlan,margaery,1
olenna,queen,1
gyles,moon,1
red,rowan,1
gyles,sansa,1
cersei,tommen,1
galyeon,rowan,1
galyeon,sansa,1
galyeon,garlan,1
dontos,galyeon,1
collio,tywin,1
collio,high,1
collio,symon,1
butterbumps,collio,1
hamish,moon,1
hoster,sansa,1
jaime,nage,1
queen,renly,1
brienne,clegane,1
davos,lewys,1
davos,omer,1
davos,gerald,1
edric,sunglass,1
sunglass,triston,1
bastard,gerald,1
axell,devan,1
melisandre,tywin,1
cersei,oberyn,1
stannis,varys,1
jaime,varys,1
clegane,jaime,1
cersei,nage,1
catelyn,vargo,1
gregor,samwell,1
jaime,mace,1
cersei,mother,1
mother,osmund,1
jaime,mord,1
gregor,loras,1
mace,red,1
jaime,oberyn,1
brienne,walder,1
bertram,piper,1
hamish,sansa,1
renly,symon,1
bastard,edric,1
addam,mathis,1
baelor,daeron,1
baelor,viserys,1
oberyn,viserys,1
kaeth,oberyn,1
ellaria,shae,1
kaeth,osmund,1
arya,stannis,1
mathis,tywin,1
queen,sansa,1
aegon,daeron,1
daeron,paxter,1
jalabhar,tanda,1
ellaria,viserys,1
joanna,robert,1
dornish,sansa,1
dornish,moon,1
ilyn,podrick,1
podrick,sansa,1
aegon,podrick,1
brella,sansa,1
brella,tallad,1
chataya,shae,1
pycelle,shae,1
bronn,maegor,1
baelor,oberyn,1
sansa,theon,1
merryweather,sansa,1
forley,paxter,1
ellaria,mace,1
leonette,tyrion,1
sansa,septon,1
luthor,olenna,1
olenna,tyrion,1
kevan,olenna,1
jalabhar,lancel,1
elinor,gyles,1
satin,shae,1
podrick,shae,1
margaery,queen,1
black,randyll,1
margaery,mother,1
gregor,robb,1
sansa,stannis,1
jaime,podrick,1
addam,margaery,1
garlan,renly,1
queen,tommen,1
loras,meryn,1
margaery,rainbow,1
mace,tommen,1
renly,shae,1
rainbow,septon,1
davos,rolland,1
mad,melisandre,1
mance,othell,1
arthur,osmund,1
jonothor,lewyn,1
arthur,meryn,1
aemon,jaime,1
balon,tommen,1
meryn,sansa,1
osmund,stone,1
osmund,robert,1
jaime,osmund,1
aerys,boros,1
boros,cersei,1
boros,osmund,1
balon,boros,1
jacelyn,sansa,1
loras,osmund,1
garlan,meryn,1
osfryd,osmund,1
jaime,osney,1
aerys,arthur,1
jon,sumner,1
arthur,sumner,1
barristan,gerold,1
arthur,tywin,1
gerold,jaime,1
barristan,cersei,1
aerys,loras,1
fingers,sansa,1
blackshield,simon,1
alayne,lysa,1
jon,red,1
owen,robert,1
owen,wynton,1
robert,vardis,1
mother,robert,1
knight,lysa,1
grisel,lysa,1
robb,tyrion,1
petyr,sandor,1
corbray,petyr,1
sweet,yohn,1
margaery,stone,1
kella,lothor,1
loras,mace,1
aemon,ryam,1
lollys,loras,1
grisel,kella,1
sansa,stone,1
grisel,sansa,1
kella,petyr,1
corbray,sansa,1
bryen,grisel,1
bryen,mord,1
kella,mord,1
jason,robert,1
gerold,jeyne,1
hareth,zei,1
gurn,stone,1
addam,septon,1
oberyn,septon,1
mace,queen,1
dontos,tysha,1
gregor,kevan,1
cersei,tanda,1
cersei,lollys,1
bronn,stokeworth,1
kevan,podrick,1
addam,bronn,1
kevan,mace,1
catelyn,patrek,1
aerys,sansa,1
arryn,arya,1
marq,roslin,1
gendry,sansa,1
gendry,wenda,1
benjen,mormont,1
mance,spare,1
emrick,jon,1
arron,jack,1
satin,ygritte,1
jarl,mance,1
donal,mance,1
aegon,meryn,1
osney,tywin,1
cedrik,manfred,1
alayaya,chataya,1
duncan,lyonel,1
barristan,duncan,1
balon,barristan,1
duncan,sandor,1
aemon,darry,1
dornish,robert,1
amory,gregor,1
aegon,rhaenys,1
elia,margaery,1
myrcella,queen,1
dornish,myrcella,1
chataya,dornish,1
shae,tysha,1
oberyn,redwyne,1
tommen,varys,1
kevan,merryweather,1
kevan,pycelle,1
jothos,morros,1
estermont,galyeon,1
hobber,philip,1
dornish,redwyne,1
frenken,pycelle,1
frenken,varys,1
kevan,tyrion,1
jaime,roslin,1
aerys,pycelle,1
lymond,marq,1
alyn,elinor,1
arya,jaqen,1
hullen,yoren,1
harwin,sharna,1
arya,dontos,1
baelor,cersei,1
arya,willas,1
brandon,rickon,1
loras,queen,1
aegon,loras,1
naerys,sansa,1
aemon,loras,1
margaery,megga,1
tickler,tywin,1
arya,janna,1
leonette,sansa,1
margaery,satin,1
mormont,rattleshirt,1
jarl,varamyr,1
harma,jarl,1
dormund,munda,1
toregg,tormund,1
arya,ygritte,1
mance,weeper,1
jarl,tormund,1
meryn,queen,1
arya,jory,1
old,tom,1
harwin,lyanna,1
mawney,sam,1
grenn,small,1
mord,thoren,1
qhorin,sam,1
dywen,thoren,1
blane,grenn,1
maslyn,sam,1
dickon,mother,1
bernarr,black,1
harwin,samwell,1
greenbeard,hot,1
harwin,roose,1
gladden,raymun,1
anguy,greenbeard,1
amory,vargo,1
tom,tyroshi,1
anguy,jaime,1
jack-be-lucky,tom,1
arya,nymeria,1
harry,robert,1
gladden,thoros,1
alyn,thoros,1
darry,raymun,1
gregor,lothar,1
jon,thoren,1
gage,mikken,1
rickon,rodrik,1
hullen,jon,1
mother,utherydes,1
maege,torrhen,1
arya,rickard,1
catelyn,stannis,1
stone,tywin,1
catelyn,martyn,1
desmond,rymund,1
marq,patrek,1
grey,harwin,1
hot,lem,1
braavosi,harwin,1
arya,tyroshi,1
husband,joramun,1
chiswyck,lem,1
husband,sharna,1
hot,husband,1
husband,tom,1
anguy,hot,1
husband,vargo,1
arya,biter,1
lem,sharna,1
hot,roose,1
dornish,tom,1
hot,tom,1
cersei,mormont,1
galbart,jason,1
catelyn,jonos,1
catelyn,sybell,1
joramun,tormund,1
catelyn,torrhen,1
catelyn,rodrik,1
rickon,theon,1
grey,renly,1
randyll,tywin,1
brynden,tywin,1
hoster,rolph,1
rolph,theon,1
jon,walder,1
olyvar,ryman,1
jeyne,ryman,1
balon,theon,1
frey,mother,1
jeyne,rickon,1
black,rolph,1
jeyne,martyn,1
jeyne,perwyn,1
jason,tywin,1
catelyn,gawen,1
rollam,sybell,1
jeyne,sybell,1
catelyn,queen,1
